tau_max,rho_max,seed,orig_regime,orig_lpay,orig_fpay,orig_rho,orig_d,orig_tau,probe_regime,probe_lpay,probe_fpay,probe_rho,probe_d,delta_L,delta_F,regime_flipped
0.35,0.3571,42,Transition,12.319,27.84,0.1869,0.0822,0.3179,Transition,12.919,28.664,0.1855,0.0859,0.6,0.823,0
0.35,0.3571,123,Transition,12.059,30.147,0.1897,0.0913,0.3273,Transition,11.765,29.882,0.1906,0.0898,-0.294,-0.266,0
0.35,0.3571,777,Transition,10.246,28.644,0.1918,0.0863,0.3109,Transition,11.931,28.529,0.1896,0.0839,1.686,-0.116,0
0.35,0.3571,999,Transition,11.077,28.969,0.1922,0.0865,0.32,Transition,10.92,28.723,0.192,0.0851,-0.157,-0.246,0
0.35,0.3571,2024,Transition,12.157,28.653,0.19,0.0837,0.3272,Transition,12.317,29.092,0.1893,0.0856,0.16,0.439,0
0.35,0.4286,42,Transition,1.149,30.983,0.2278,0.0884,0.3172,Transition,0.951,31.052,0.2281,0.0889,-0.197,0.069,0
0.35,0.4286,123,Transition,-2.078,31.602,0.2399,0.0873,0.323,Transition,1.641,31.135,0.2298,0.085,3.719,-0.467,0
0.35,0.4286,777,Transition,2.362,30.489,0.2254,0.0847,0.3249,Transition,2.041,31.014,0.227,0.0864,-0.321,0.525,0
0.35,0.4286,999,Transition,2.688,30.481,0.2241,0.0862,0.319,Transition,3.153,31.198,0.2254,0.0861,0.465,0.716,0
0.35,0.4286,2024,Transition,-2.517,31.069,0.2371,0.0891,0.3066,Transition,0.81,30.218,0.2256,0.0875,3.327,-0.851,0
0.35,0.5,42,Transition,-8.605,31.906,0.2652,0.0853,0.3139,Transition,-7.491,32.973,0.2621,0.0906,1.114,1.067,0
0.35,0.5,123,Transition,-10.336,33.461,0.2725,0.0899,0.3206,Transition,-9.837,33.215,0.2708,0.0886,0.5,-0.246,0
0.35,0.5,777,Transition,-11.946,31.797,0.2731,0.0859,0.303,Transition,-8.552,31.603,0.262,0.0863,3.394,-0.193,0
0.35,0.5,999,Transition,-8.857,32.413,0.2665,0.0869,0.317,Transition,-7.419,31.847,0.2625,0.0846,1.438,-0.566,0
0.35,0.5,2024,Transition,-11.546,33.146,0.2789,0.086,0.3238,Transition,-7.707,33.223,0.2669,0.0876,3.839,0.077,0
0.4,0.0,42,Deterrence,84.301,32.36,0.0,0.1661,0.3954,Deterrence,84.339,34.356,0.0,0.1765,0.038,1.996,0
0.4,0.0,123,Deterrence,84.284,25.671,0.0,0.1312,0.3951,Deterrence,84.339,34.706,0.0,0.1783,0.055,9.036,0
0.4,0.0,777,Deterrence,84.293,31.295,0.0,0.1607,0.3953,Deterrence,84.339,31.163,0.0,0.1597,0.046,-0.132,0
0.4,0.0,999,Deterrence,84.308,30.271,0.0,0.1553,0.3954,Deterrence,84.339,27.891,0.0,0.1425,0.03,-2.381,0
0.4,0.0,2024,Deterrence,84.295,32.611,0.0,0.1675,0.3953,Deterrence,84.339,34.283,0.0,0.1761,0.043,1.672,0
0.4,0.0714,42,Deterrence,67.715,21.478,0.0386,0.0913,0.3924,Deterrence,67.686,21.725,0.0385,0.0926,-0.029,0.247,0
0.4,0.0714,123,Deterrence,67.532,22.87,0.0389,0.0985,0.3908,Deterrence,67.468,21.739,0.039,0.0924,-0.064,-1.131,0
0.4,0.0714,777,Deterrence,68.903,20.59,0.0361,0.0877,0.3954,Deterrence,68.849,20.279,0.0363,0.0858,-0.055,-0.31,0
0.4,0.0714,999,Deterrence,67.019,21.549,0.0401,0.091,0.3911,Deterrence,67.775,20.211,0.0384,0.0848,0.755,-1.338,0
0.4,0.0714,2024,Deterrence,67.202,21.17,0.0397,0.0892,0.3911,Deterrence,68.878,20.285,0.0362,0.0859,1.675,-0.885,0
0.4,0.1429,42,Deterrence,53.112,24.754,0.0761,0.0924,0.3883,Deterrence,52.035,25.064,0.0792,0.0923,-1.077,0.31,0
0.4,0.1429,123,Deterrence,52.87,24.645,0.0767,0.0917,0.3877,Deterrence,51.842,24.67,0.0792,0.0906,-1.028,0.024,0
0.4,0.1429,777,Deterrence,55.14,23.74,0.0704,0.0901,0.3838,Deterrence,53.285,23.911,0.0744,0.0893,-1.855,0.171,0
0.4,0.1429,999,Deterrence,52.917,23.227,0.0758,0.0854,0.3809,Deterrence,52.554,23.538,0.0765,0.0864,-0.362,0.311,0
0.4,0.1429,2024,Deterrence,51.314,25.179,0.0805,0.093,0.3857,Deterrence,52.361,24.601,0.0775,0.0912,1.046,-0.578,0
0.4,0.2143,42,Deterrence,39.237,25.476,0.114,0.0833,0.3747,Deterrence,38.876,25.689,0.1149,0.0841,-0.361,0.213,0
0.4,0.2143,123,Deterrence,39.803,26.534,0.1124,0.0894,0.3735,Deterrence,40.129,26.116,0.1107,0.0878,0.326,-0.417,0
0.4,0.2143,777,Deterrence,39.906,27.329,0.1124,0.0928,0.3782,Deterrence,39.937,27.38,0.1121,0.093,0.031,0.051,0
0.4,0.2143,999,Deterrence,39.165,27.145,0.1141,0.0917,0.3743,Deterrence,39.678,27.97,0.1125,0.0968,0.513,0.826,0
0.4,0.2143,2024,Deterrence,40.306,27.138,0.1115,0.0927,0.3747,Deterrence,40.625,26.337,0.1105,0.0894,0.319,-0.801,0
0.4,0.2857,42,Deterrence,27.299,28.934,0.1517,0.0875,0.3782,Deterrence,27.065,29.367,0.1524,0.0893,-0.234,0.432,0
0.4,0.2857,123,Deterrence,19.022,33.192,0.1725,0.1069,0.3498,Deterrence,25.73,30.193,0.1548,0.0946,6.709,-2.998,0
0.4,0.2857,777,Deterrence,26.589,28.961,0.1543,0.0863,0.3809,Deterrence,26.24,28.849,0.1556,0.085,-0.349,-0.112,0
0.4,0.2857,999,Deterrence,27.582,28.54,0.1515,0.0863,0.3752,Deterrence,27.112,28.652,0.1522,0.0871,-0.47,0.112,0
0.4,0.2857,2024,Deterrence,26.929,28.081,0.1505,0.0859,0.3629,Deterrence,27.113,28.126,0.1501,0.086,0.184,0.045,0
0.4,0.3571,42,Transition,13.597,31.445,0.197,0.0864,0.3758,Transition,12.718,32.05,0.1996,0.0889,-0.879,0.605,0
0.4,0.3571,123,Transition,14.663,30.926,0.1923,0.087,0.3671,Deterrence,15.319,31.401,0.1896,0.0905,0.656,0.475,1
0.4,0.3571,777,Deterrence,15.603,30.505,0.1901,0.0854,0.3686,Deterrence,17.099,30.496,0.1852,0.0881,1.496,-0.009,0
0.4,0.3571,999,Transition,9.343,32.04,0.2089,0.088,0.3643,Deterrence,15.037,30.829,0.1926,0.0852,5.694,-1.211,1
0.4,0.3571,2024,Transition,12.174,31.315,0.2,0.0876,0.3629,Transition,14.211,30.664,0.1926,0.0866,2.037,-0.652,0
0.4,0.4286,42,Transition,5.168,33.269,0.2288,0.0871,0.3738,Transition,5.949,33.079,0.2263,0.0865,0.78,-0.19,0
0.4,0.4286,123,Transition,2.614,31.472,0.234,0.0804,0.3558,Transition,2.859,33.318,0.2357,0.0851,0.245,1.846,0
0.4,0.4286,777,Transition,1.268,33.376,0.2371,0.0886,0.3549,Transition,4.956,32.569,0.229,0.0836,3.688,-0.807,0
0.4,0.4286,999,Transition,1.656,33.708,0.2404,0.0875,0.3681,Transition,3.426,33.446,0.2344,0.0883,1.771,-0.262,0
0.4,0.4286,2024,Transition,5.222,33.151,0.229,0.0884,0.3667,Transition,4.51,32.787,0.2305,0.0872,-0.712,-0.364,0
0.4,0.5,42,Transition,-7.124,34.554,0.2744,0.0859,0.3578,Transition,-6.762,34.497,0.2726,0.0864,0.361,-0.057,0
0.4,0.5,123,Escalation,-33.321,44.996,0.3714,0.1129,0.3581,Transition,-6.85,33.956,0.2738,0.0815,26.471,-11.039,1
0.4,0.5,777,Transition,-9.401,35.446,0.28,0.0907,0.3498,Transition,-4.971,34.142,0.2669,0.084,4.43,-1.304,0
0.4,0.5,999,Transition,-10.039,35.192,0.2835,0.0892,0.3486,Transition,-2.921,33.653,0.2594,0.0866,7.118,-1.538,0
0.4,0.5,2024,Transition,-6.549,34.855,0.2729,0.0874,0.3594,Transition,-5.561,34.481,0.2695,0.0865,0.988,-0.374,0
0.45,0.0,42,Deterrence,86.244,27.245,0.0,0.1395,0.4443,Deterrence,86.135,34.741,0.0,0.1785,-0.11,7.496,0
0.45,0.0,123,Deterrence,86.244,30.16,0.0,0.1546,0.4442,Deterrence,86.135,22.286,0.0,0.114,-0.109,-7.874,0
0.45,0.0,777,Deterrence,86.262,33.065,0.0,0.1698,0.4448,Deterrence,86.135,31.141,0.0,0.1598,-0.127,-1.924,0
0.45,0.0,999,Deterrence,86.249,31.112,0.0,0.1596,0.4442,Deterrence,86.135,27.744,0.0,0.1419,-0.114,-3.368,0
0.45,0.0,2024,Deterrence,86.246,31.827,0.0,0.1634,0.4444,Deterrence,86.135,34.532,0.0,0.1774,-0.111,2.706,0
0.45,0.0714,42,Deterrence,69.712,23.943,0.0387,0.1014,0.4446,Deterrence,70.725,20.673,0.0361,0.0858,1.013,-3.27,0
0.45,0.0714,123,Deterrence,70.899,20.65,0.036,0.0859,0.4445,Deterrence,70.687,20.753,0.0362,0.0861,-0.212,0.103,0
0.45,0.0714,777,Deterrence,68.365,23.817,0.0417,0.0998,0.4338,Deterrence,70.603,20.705,0.0364,0.0858,2.238,-3.113,0
0.45,0.0714,999,Deterrence,67.265,29.67,0.0445,0.128,0.4445,Deterrence,70.67,20.661,0.0362,0.0856,3.405,-9.009,0
0.45,0.0714,2024,Deterrence,70.897,21.06,0.036,0.088,0.4447,Deterrence,70.617,20.627,0.0363,0.0854,-0.28,-0.434,0
0.45,0.1429,42,Deterrence,54.588,24.193,0.0779,0.0843,0.4374,Deterrence,53.968,24.309,0.0791,0.0841,-0.62,0.116,0
0.45,0.1429,123,Deterrence,54.565,25.07,0.0778,0.0893,0.4341,Deterrence,54.551,25.012,0.0773,0.0892,-0.014,-0.058,0
0.45,0.1429,777,Deterrence,54.28,25.619,0.0783,0.0921,0.4306,Deterrence,54.279,26.371,0.078,0.096,-0.001,0.751,0
0.45,0.1429,999,Deterrence,55.352,24.497,0.0757,0.0869,0.4364,Deterrence,56.181,24.183,0.0737,0.0851,0.829,-0.314,0
0.45,0.1429,2024,Deterrence,55.396,24.287,0.0754,0.0868,0.4285,Deterrence,55.211,23.826,0.0753,0.0843,-0.185,-0.461,0
0.45,0.2143,42,Deterrence,41.391,27.989,0.1154,0.0876,0.4357,Deterrence,41.951,27.799,0.1134,0.0868,0.56,-0.19,0
0.45,0.2143,123,Deterrence,38.511,30.377,0.1229,0.1,0.4124,Deterrence,41.617,29.448,0.1142,0.0991,3.106,-0.93,0
0.45,0.2143,777,Deterrence,39.018,27.497,0.1214,0.0854,0.4169,Deterrence,40.941,27.713,0.1155,0.0884,1.922,0.216,0
0.45,0.2143,999,Deterrence,39.554,27.812,0.1192,0.0888,0.4092,Deterrence,40.765,27.57,0.1157,0.0882,1.211,-0.242,0
0.45,0.2143,2024,Deterrence,40.278,28.398,0.1185,0.0897,0.4277,Deterrence,41.142,28.038,0.1157,0.088,0.864,-0.36,0
0.45,0.2857,42,Deterrence,28.236,31.602,0.1562,0.0918,0.4264,Deterrence,28.962,30.855,0.1539,0.0879,0.727,-0.747,0
0.45,0.2857,123,Deterrence,27.448,30.967,0.1582,0.0888,0.42,Deterrence,26.706,31.349,0.1601,0.0899,-0.742,0.382,0
0.45,0.2857,777,Deterrence,28.512,31.208,0.1551,0.0902,0.4253,Deterrence,30.074,30.294,0.15,0.0873,1.561,-0.914,0
0.45,0.2857,999,Deterrence,28.345,30.787,0.1554,0.0885,0.4228,Deterrence,29.55,30.08,0.1515,0.0859,1.205,-0.706,0
0.45,0.2857,2024,Deterrence,27.736,30.921,0.1565,0.0912,0.4078,Deterrence,30.159,30.253,0.1495,0.0895,2.424,-0.668,0
0.45,0.3571,42,Transition,14.268,33.491,0.2021,0.0901,0.4034,Deterrence,15.592,33.401,0.1981,0.0907,1.325,-0.091,1
0.45,0.3571,123,Deterrence,16.08,32.155,0.196,0.0833,0.4108,Deterrence,17.564,31.542,0.1914,0.0816,1.484,-0.613,0
0.45,0.3571,777,Deterrence,17.344,32.907,0.1925,0.0868,0.419,Deterrence,18.321,32.293,0.1889,0.085,0.977,-0.613,0
0.45,0.3571,999,Deterrence,16.961,32.864,0.1939,0.0865,0.4176,Deterrence,16.868,32.446,0.1933,0.0849,-0.093,-0.419,0
0.45,0.3571,2024,Deterrence,15.745,32.056,0.1976,0.0827,0.4099,Deterrence,15.851,32.148,0.1975,0.0825,0.105,0.092,0
0.45,0.4286,42,Transition,3.972,36.214,0.2412,0.0891,0.415,Transition,5.995,35.452,0.2343,0.0875,2.024,-0.762,0
0.45,0.4286,123,Transition,5.616,35.387,0.2347,0.0867,0.4152,Transition,7.175,35.047,0.2288,0.0875,1.558,-0.34,0
0.45,0.4286,777,Transition,3.315,35.704,0.244,0.0848,0.4184,Transition,5.349,35.59,0.2364,0.0845,2.034,-0.115,0
0.45,0.4286,999,Transition,5.369,35.237,0.2359,0.0868,0.4102,Transition,5.967,34.276,0.2333,0.0836,0.598,-0.962,0
0.45,0.4286,2024,Transition,4.105,34.86,0.2413,0.0856,0.4002,Transition,5.319,34.674,0.2368,0.0847,1.214,-0.186,0
0.45,0.5,42,Transition,-9.138,37.797,0.2919,0.0865,0.4003,Transition,-5.725,37.729,0.2791,0.09,3.413,-0.069,0
0.45,0.5,123,Transition,-4.736,37.696,0.2748,0.0874,0.4118,Transition,-4.186,37.594,0.2728,0.0868,0.55,-0.102,0
0.45,0.5,777,Transition,-5.395,35.552,0.2774,0.0805,0.3943,Transition,-2.728,36.884,0.2689,0.0854,2.666,1.331,0
0.45,0.5,999,Escalation,-39.234,55.784,0.4002,0.1283,0.44,Transition,-4.762,36.713,0.2781,0.0845,34.472,-19.071,1
0.45,0.5,2024,Transition,-6.529,38.136,0.2805,0.0917,0.3989,Transition,-3.843,36.517,0.2709,0.0856,2.687,-1.619,0
