tau_max,rho_max,seed,orig_regime,orig_lpay,orig_fpay,orig_rho,orig_d,orig_tau,probe_regime,probe_lpay,probe_fpay,probe_rho,probe_d,delta_L,delta_F,regime_flipped
0.45,0.1429,123,Deterrence,54.565,25.07,0.0778,0.0893,0.4341,Deterrence,54.292,25.004,0.078,0.0889,-0.274,-0.066,0
0.45,0.1429,777,Deterrence,54.28,25.619,0.0783,0.0921,0.4306,Deterrence,53.67,26.669,0.0794,0.097,-0.61,1.05,0
0.45,0.1429,999,Deterrence,55.352,24.497,0.0757,0.0869,0.4364,Deterrence,56.163,24.339,0.0737,0.0859,0.811,-0.159,0
0.45,0.1429,2024,Deterrence,55.396,24.287,0.0754,0.0868,0.4285,Deterrence,54.738,23.92,0.0765,0.0843,-0.658,-0.367,0
0.45,0.2143,42,Deterrence,41.391,27.989,0.1154,0.0876,0.4357,Deterrence,41.418,27.836,0.1149,0.0864,0.026,-0.153,0
0.45,0.2143,123,Deterrence,38.511,30.377,0.1229,0.1,0.4124,Deterrence,40.905,29.709,0.1159,0.0997,2.394,-0.668,0
0.45,0.2143,777,Deterrence,39.018,27.497,0.1214,0.0854,0.4169,Deterrence,40.622,27.937,0.1163,0.0895,1.604,0.44,0
0.45,0.2143,999,Deterrence,39.554,27.812,0.1192,0.0888,0.4092,Deterrence,40.171,27.554,0.1172,0.0874,0.617,-0.259,0
0.45,0.2143,2024,Deterrence,40.278,28.398,0.1185,0.0897,0.4277,Deterrence,40.736,28.067,0.1168,0.0877,0.457,-0.331,0
0.45,0.2857,42,Deterrence,28.236,31.602,0.1562,0.0918,0.4264,Deterrence,28.689,30.783,0.1546,0.0874,0.454,-0.819,0
0.45,0.2857,123,Deterrence,27.448,30.967,0.1582,0.0888,0.42,Deterrence,26.032,31.226,0.1619,0.0886,-1.416,0.259,0
0.45,0.2857,777,Deterrence,28.512,31.208,0.1551,0.0902,0.4253,Deterrence,29.58,30.29,0.1514,0.0869,1.068,-0.917,0
0.45,0.2857,999,Deterrence,28.345,30.787,0.1554,0.0885,0.4228,Deterrence,29.143,30.164,0.1526,0.086,0.798,-0.623,0
0.45,0.2857,2024,Deterrence,27.736,30.921,0.1565,0.0912,0.4078,Deterrence,29.25,30.56,0.1519,0.0903,1.514,-0.361,0
0.45,0.3571,42,Transition,14.268,33.491,0.2021,0.0901,0.4034,Transition,13.689,33.862,0.2038,0.0911,-0.579,0.371,0
0.45,0.3571,123,Deterrence,16.08,32.155,0.196,0.0833,0.4108,Deterrence,16.437,31.775,0.1949,0.0815,0.357,-0.38,0
0.45,0.3571,777,Deterrence,17.344,32.907,0.1925,0.0868,0.419,Deterrence,17.242,32.486,0.1921,0.0848,-0.103,-0.421,0
0.45,0.3571,999,Deterrence,16.961,32.864,0.1939,0.0865,0.4176,Deterrence,15.693,32.733,0.1969,0.0851,-1.269,-0.132,0
0.45,0.3571,2024,Deterrence,15.745,32.056,0.1976,0.0827,0.4099,Deterrence,15.069,32.376,0.1997,0.0829,-0.676,0.32,0
0.45,0.4286,42,Transition,3.972,36.214,0.2412,0.0891,0.415,Transition,4.5,35.684,0.2392,0.087,0.528,-0.531,0
0.45,0.4286,123,Transition,5.616,35.387,0.2347,0.0867,0.4152,Transition,5.309,35.67,0.2339,0.0892,-0.307,0.284,0
0.45,0.4286,777,Transition,3.315,35.704,0.244,0.0848,0.4184,Transition,3.234,36.03,0.2431,0.0843,-0.081,0.325,0
0.45,0.4286,999,Transition,5.369,35.237,0.2359,0.0868,0.4102,Transition,4.494,34.637,0.2385,0.0835,-0.874,-0.601,0
0.45,0.4286,2024,Transition,4.105,34.86,0.2413,0.0856,0.4002,Transition,-4.757,38.807,0.2718,0.0914,-8.862,3.947,0
0.45,0.5,42,Transition,-9.138,37.797,0.2919,0.0865,0.4003,Transition,-7.715,37.784,0.2861,0.0882,1.423,-0.013,0
0.45,0.5,123,Transition,-4.736,37.696,0.2748,0.0874,0.4118,Transition,-6.182,38.183,0.2793,0.0877,-1.445,0.487,0
0.45,0.5,777,Transition,-5.395,35.552,0.2774,0.0805,0.3943,Transition,-4.817,37.295,0.2761,0.0851,0.577,1.742,0
0.45,0.5,999,Escalation,-39.234,55.784,0.4002,0.1283,0.44,Transition,-6.655,37.218,0.2841,0.0849,32.579,-18.566,1
0.45,0.5,2024,Transition,-6.529,38.136,0.2805,0.0917,0.3989,Transition,-6.653,37.03,0.2802,0.0852,-0.124,-1.106,0
