x_val,y_val,seed,mean_lpay
0.0000,0.1500,1031,46.4307
0.4286,0.1000,42,-60.8676
0.4286,0.1000,123,-66.5575
0.4286,0.1000,777,-42.7261
0.4286,0.1000,999,-24.9504
0.4286,0.1000,2024,-56.5922
0.4286,0.1000,314,-57.0064
0.4286,0.1000,1066,-43.6432
0.4286,0.1000,53,-48.2669
0.4286,0.1000,160,-53.3906
0.4286,0.1000,1031,-47.8565
0.1429,0.1500,42,14.2192
0.1429,0.1500,123,22.3068
0.1429,0.1500,777,23.2117
0.1429,0.1500,999,9.5340
0.1429,0.1500,2024,10.5847
0.1429,0.1500,314,12.1678
0.1429,0.1500,1066,11.1850
0.1429,0.1500,53,17.6938
0.1429,0.1500,160,14.2642
0.1429,0.1500,1031,7.1782
0.0714,0.1500,42,30.0589
0.0714,0.1500,123,27.8753
0.0714,0.1500,777,27.7340
0.0714,0.1500,999,26.1608
0.0714,0.1500,2024,30.4064
0.0714,0.1500,314,32.7885
0.0714,0.1500,1066,25.9153
0.0714,0.1500,53,25.5404
0.0714,0.1500,160,26.2954
0.0714,0.1500,1031,27.6177
0.2143,0.1500,42,-1.2998
0.2143,0.1500,123,-1.4007
0.2143,0.1500,777,-2.6886
0.2143,0.1500,999,-18.6510
0.2143,0.1500,2024,-3.6473
0.2143,0.1500,314,-7.9095
0.2143,0.1500,1066,-13.0477
0.2143,0.1500,53,0.2376
0.2143,0.1500,160,-3.9916
0.2143,0.1500,1031,-1.8517
0.5000,0.1000,42,-58.8163
0.5000,0.1000,123,-74.6597
0.5000,0.1000,777,-70.4015
0.5000,0.1000,999,-54.7048
0.5000,0.1000,2024,-70.0922
0.5000,0.1000,314,-62.4749
0.5000,0.1000,1066,-53.2585
0.5000,0.1000,53,-60.8099
0.5000,0.1000,160,-58.8487
0.5000,0.1000,1031,-54.2122
0.0000,0.2000,42,61.1584
0.0000,0.2000,123,61.1646
0.0000,0.2000,777,61.1698
0.0000,0.2000,999,61.1625
0.0000,0.2000,2024,61.1672
